date,x,y,z,vx,vy,vz
A.D. 2023-Jun-18 00:00:00.0000,4.393070579815903,2.294618196568778,-0.1078185977667552,-0.003583795590718312,0.00705108343187197,5.094186314808112e-05
A.D. 2023-Jun-19 00:00:00.0000,4.389480659287254,2.30166643472861,-0.1077675388612396,-0.00359545956092625,0.007044877896284512,5.116703009001335e-05
A.D. 2023-Jun-20 00:00:00.0000,4.385880178589551,2.308708791171224,-0.1077162251437793,-0.003606136457535499,0.007039983507947155,5.145656238538781e-05
A.D. 2023-Jun-21 00:00:00.0000,4.382268406340553,2.315745408739073,-0.1076646608300687,-0.003616755715612492,0.007033403079777604,5.168638062834413e-05
A.D. 2023-Jun-22 00:00:00.0000,4.378646192986409,2.322776432718047,-0.1076128315839878,-0.003628219608971998,0.007028138584163825,5.194575666767476e-05
A.D. 2023-Jun-23 00:00:00.0000,4.375012948612071,2.329800859662984,-0.1075607830361633,-0.003637762319521197,0.007021346202532718,5.218195550604953e-05
A.D. 2023-Jun-24 00:00:00.0000,4.371369878037131,2.33681970322248,-0.1075084577498992,-0.003648472539009452,0.007015798455334165,5.244831306485766e-05
A.D. 2023-Jun-25 00:00:00.0000,4.367716851034403,2.343832765230561,-0.1074558635340066,-0.003657919972497847,0.007011024808224987,5.275914386272451e-05
A.D. 2023-Jun-26 00:00:00.0000,4.364052906994931,2.350841142128352,-0.1074029782335092,-0.003669539496322372,0.007005080039157371,5.299535938438252e-05
A.D. 2023-Jun-27 00:00:00.0000,4.360378493507866,2.357843613604421,-0.1073498365384026,-0.003679866126613071,0.007000185655692485,5.329126419677717e-05
A.D. 2023-Jun-28 00:00:00.0000,4.356692904698241,2.364840561570245,-0.1072964334075524,-0.003690652088228787,0.006993679965455189,5.35231060454049e-05
A.D. 2023-Jun-29 00:00:00.0000,4.35299694530551,2.371831899975954,-0.1072427629116772,-0.003701932389576849,0.006988656833100493,5.379553906011183e-05
A.D. 2023-Jun-30 00:00:00.0000,4.349289756089939,2.378816826000471,-0.1071888680582649,-0.003711798331188918,0.006981675442918654,5.402156351240456e-05
A.D. 2023-Jul-01 00:00:00.0000,4.345572706374262,2.385796025230867,-0.1071347005336266,-0.003722560271363513,0.006976218978761863,5.429223762539039e-05
A.D. 2023-Jul-02 00:00:00.0000,4.341845499413327,2.39276929631948,-0.1070802699329612,-0.003732000495230904,0.006971061084774524,5.459225300256104e-05
A.D. 2023-Jul-03 00:00:00.0000,4.338107459673866,2.399737812935161,-0.1070255468533573,-0.003743828539326828,0.006965212735927427,5.483119439165747e-05
A.D. 2023-Jul-04 00:00:00.0000,4.334358749001796,2.406700168616623,-0.1069705769919636,-0.003754052354951145,0.00695995707410529,5.511842734100245e-05
A.D. 2023-Jul-05 00:00:00.0000,4.330598858167811,2.413656867494084,-0.1069153475486206,-0.003765090004532889,0.006953224406363021,5.534181434298526e-05
A.D. 2023-Jul-06 00:00:00.0000,4.326828617288354,2.420607559495617,-0.1068598610805633,-0.003776101189830905,0.006948009308938956,5.561466950773242e-05
A.D. 2023-Jul-07 00:00:00.0000,4.323047106341857,2.427551699694491,-0.106804153064762,-0.003786152588206857,0.006940576944011766,5.582429691508543e-05
A.D. 2023-Jul-08 00:00:00.0000,4.319255909816696,2.434489665451922,-0.106748183405879,-0.003796630024583404,0.006934951172642138,5.609544606870775e-05
A.D. 2023-Jul-09 00:00:00.0000,4.315454678039213,2.441421407201771,-0.1066919569112126,-0.003805777107187896,0.006929279180262348,5.638414561864877e-05
